GPO,IDN,FA #,FA Name,Franchise,Product Line,Manufacturer,Item #,Item Description,Month,Quarter,Year,Usage,Collected,Accepted,DNR,Available,Purchased,Cancelled
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D6DR005CT,BW Steerable with Auto ID,September,Q3,2018,0,4,4,0,12,5,7
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D7-T20-P15-RT,BW Halo XP Steerable,September,Q3,2018,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,F6QA005CT,BW Fixed Curve with Auto ID,September,Q3,2018,0,5,5,0,9,7,2
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-534-000,Formula Aggressive Plus Cutter,September,Q3,2018,0,0,0,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-542-000,Formula Resector Cutter,September,Q3,2018,0,0,0,0,10,0,10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,September,Q3,2018,0,0,0,0,5,0,5
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,September,Q3,2018,0,6,4,0,30,15,15
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-564-000,Formula Aggressive Plus Cutter,September,Q3,2018,0,0,0,0,5,25,-20
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,September,Q3,2018,0,5,4,0,20,15,5
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,September,Q3,2018,0,0,0,0,5,10,-5
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,September,Q3,2018,0,2,1,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,September,Q3,2018,0,7,7,0,20,10,10
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,12,12,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,68,68,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,September,Q3,2018,0,77,77,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,6,6,6,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A-L,Soft Blood Pressure Cuff,September,Q3,2018,0,3,3,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,September,Q3,2018,0,17.5,17.5,0,50,0,50
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,September,Q3,2018,0,24,24,0,60,0,60
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,September,Q3,2018,0,1.5,1.5,0,20,0,20
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Fall Alarms,Stanley Healthcare,74000,Bed-Check Sensormat - Bed,September,Q3,2018,0,6,6,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,September,Q3,2018,0,1,1,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,September,Q3,2018,0,1,1,0,12,0,12
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,September,Q3,2018,0,2,2,0,18,0,18
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,D12LT,Xcel Dilating Tip Trocar,September,Q3,2018,0,0,0,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,September,Q3,2018,0,0,0,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,September,Q3,2018,0,2,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,ACE14S,Curved Shears With Scissor,September,Q3,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,September,Q3,2018,1,0,0,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,September,Q3,2018,2,2,0,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,WAVE18S,Ultrasonic Coagulating Shears,September,Q3,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501L,Vaso Press Calf Garment,September,Q3,2018,0,3.5,3.5,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,September,Q3,2018,0,7.5,7.5,0,30,0,30
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501M,Vaso Press Calf Garment,September,Q3,2018,0,18,18,0,40,0,40
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,September,Q3,2018,0,38.5,38.5,0,70,0,70
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,September,Q3,2018,0,30.5,30.5,0,60,0,60
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520L,Vaso Press Foot Garment,September,Q3,2018,0,10,10,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,September,Q3,2018,0,6,6,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,September,Q3,2018,0,22,19.5,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,September,Q3,2018,0,1,1,0,5,0,5
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B11LT,Xcel Bladeless Trocar,September,Q3,2018,2,11,11,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,September,Q3,2018,0,17,17,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,September,Q3,2018,4,8,8,0,24,0,24
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB11LT,Xcel Trocar Sleeve,September,Q3,2018,0,0,0,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,September,Q3,2018,4,17,17,0,24,0,24
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,September,Q3,2018,2,9,8,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,September,Q3,2018,3,2,0,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF4318,LigaSure Impact,September,Q3,2018,0,2,0,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,September,Q3,2018,2,0,0,0,0,6,-6
Vizient,SCL Health,189476,St James Health Care,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,September,Q3,2018,10,2,2,0,5,45,-40
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-003,Tourniquet Cuff,September,Q3,2018,0,3,2,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-102,Tourniquet Cuff,September,Q3,2018,0,1,0,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,September,Q3,2018,2,2,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,September,Q3,2018,1,1,1,0,6,0,6
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,Cardinal Health,30503-13L,Tactics Soft Cuff Flexiport,September,Q3,2018,0,0,0,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,81,81,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,1182,1182,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,September,Q3,2018,0,956,956,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,22,22,0,100,0,100
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P1-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,5,5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,47,47,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-11,Flexiport Raw Cuff,September,Q3,2018,0,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Aircast Incorporated,3040,Venaflow Elite Calf Cuff,September,Q3,2018,0,25.5,22.5,0,60,0,60
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,September,Q3,2018,0,113.5,109.5,0,210,0,210
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,September,Q3,2018,0,232.5,228.5,229,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,September,Q3,2018,0,52,51,0,140,0,140
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,September,Q3,2018,0,50.5,50.5,0,50,0,50
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530M,Vaso Press Thigh Garment,September,Q3,2018,0,1.5,1.5,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,September,Q3,2018,0,198,190,190,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Electrode Leads and Cables,Philips Healthcare,9.89803E+11,5-Lead Set Disposable,September,Q3,2018,0,65,63,0,0,140,-140
Vizient,SCL Health,196890,St Vincent Healthcare,NON,HoverMatt,HoverTech International,HM34SPU-B,HoverMatt,September,Q3,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,HoverMatt,HoverTech International,HM39SPU-B,HoverMatt,September,Q3,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,September,Q3,2018,0,744,726,0,620,0,620
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2317,Adult O2 Transducer,September,Q3,2018,0,1,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2319,Infant O2 Transducer,September,Q3,2018,0,4,4,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,September,Q3,2018,0,0,0,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,September,Q3,2018,0,54,54,0,60,0,60
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,September,Q3,2018,0,3,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,1320-3042,Drill Bit QC,September,Q3,2018,0,3,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,1806-4270S,Drill Bit QC,September,Q3,2018,0,1,1,0,2,0,2
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,1806-4280S,Drill Bit,September,Q3,2018,0,3,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-105,Sagittal Saw Blade,September,Q3,2018,36,20,19,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-182,Sagittal Saw Blade,September,Q3,2018,32,23,5,0,4,0,4
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2296-3-412,Micro Precision  Saw Blade,September,Q3,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,4125-135-090,Dual Cut Sagittal,September,Q3,2018,1,1,1,0,1,0,1
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,700347,Brass Drill Bit QC,September,Q3,2018,0,6,6,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker Trauma,6118-127-100,Saw Blade,September,Q3,2018,6,32,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,September,Q3,2018,0,14,13,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,September,Q3,2018,0,55,55,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,September,Q3,2018,12,5,5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,September,Q3,2018,0,49,49,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,September,Q3,2018,0,39,39,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,September,Q3,2018,10,9,0,0,18,0,18
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,September,Q3,2018,8,2,2,0,5,10,-5
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-018-135,Color Cuff,September,Q3,2018,18,15,10,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-018-235,Color Cuff,September,Q3,2018,0,6,5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,September,Q3,2018,4,2,1,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,September,Q3,2018,0,5,4,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-030-235,Color Cuff,September,Q3,2018,0,11,11,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,September,Q3,2018,56,39,30,0,30,80,-50
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,September,Q3,2018,0,6,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-044-135,Color Cuff,September,Q3,2018,4,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,September,Q3,2018,0,3,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-218-135,Color Cuff,September,Q3,2018,0,1,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,September,Q3,2018,0,3,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,September,Q3,2018,3,3,0,0,12,6,6
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,September,Q3,2018,14,12,0,0,12,6,6
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,September,Q3,2018,31,24,0,0,48,30,18
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,Diagnostic Ultrasound Catheter,Biosense Webster,10043342,Ultrasound Catheter,September,Q3,2018,0,2,2,0,2,0,2
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Biosense Webster,CR3434CT,Reusable Carto Ablation Cable,September,Q3,2018,0,6,6,0,8,0,8
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Biosense Webster,D134401,BW CARTO 3 System eco,September,Q3,2018,0,2,2,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,81202,IBI Ten-Ten Duodecapolar,September,Q3,2018,0,5,5,0,6,0,6
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,85931,IBI Inquiry,September,Q3,2018,1,7,7,0,12,0,12
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,85953,IBI Inquiry,September,Q3,2018,1,4,4,0,6,0,6
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401450,Daig Supreme Fixed Curve,September,Q3,2018,0,4,4,0,8,0,8
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401972,Daig Response (Black),September,Q3,2018,0,1,1,0,1,0,1
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401977,Daig Response (Red),September,Q3,2018,0,1,1,0,1,0,1
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401981,Supreme Extension Cable Blue,September,Q3,2018,1,2,2,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401983,Supreme Extension Cable Red,September,Q3,2018,1,2,2,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,402569,Reusable Ablation Cable,September,Q3,2018,1,2,2,0,8,0,8
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,402578,Reusable Ablation Cable,September,Q3,2018,2,2,2,0,6,2,4
Premier,Billings Clinic (MT),194062,Billings Clinic Surgery Center,SUR,Tourniquet Cuffs,Zimmer,60-7075-103,Tourniquet Cuff,September,Q3,2018,0,0,0,0,0,100,-100
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,13,13,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,September,Q3,2018,0,4,4,4,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Pairs,Aircast Incorporated,3040,Venaflow Elite Calf Cuff,September,Q3,2018,0,467,450,0,920,0,920
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Pairs,Aircast Incorporated,3042,Venaflow Elite XL Calf Cuff,September,Q3,2018,0,2,2,0,30,0,30
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Pairs,Huntleigh Health Care,L501-M,Flowtron DVT Calf Garment,September,Q3,2018,0,8,3,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Pairs,Kendall,9529,SCD Express Compression Sleeve,September,Q3,2018,0,53.5,53.5,0,55,0,55
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Singles,Kendall,5898,SCD Express Compression Sleeve,September,Q3,2018,0,2,0,0,10,0,10
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33135,Kendall DL Disposable Dual,September,Q3,2018,0,0,0,0,50,0,50
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33136,Kendall DL Disposable,September,Q3,2018,0,34,27,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33136T,Disposable 5 Lead,September,Q3,2018,0,127,127,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33145,Kendall DL Disposable,September,Q3,2018,0,40,38,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33145T,Disposable Dual Connect,September,Q3,2018,0,130,130,0,500,0,500
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Fall Alarms,Posey Company,8309EL,Chair Sensor Pad,September,Q3,2018,0,14,14,0,0,0,0
